leg_id,symbol,entry_date,src,pnl,year,month,trend_own,hold,risk_pct,mfe,mae,p_valid,trend,timing,tpsl,direction,trend_conf,timing_conf,tpsl_conf,direction_conf
300993.SZ|20231222|13,300993.SZ,20231222,EVENT,-2.1188,2023,202312,down,1,1.722,-0.05930333168063795,-2.5869863213462962,0.36,strong_down,2.14,tp_sys_ok,down,0.39,0.48,0.57,0.6
301305.SZ|20231220|19,301305.SZ,20231220,EVENT,-1.9595,2023,202312,down,1,1.563,1.2767686147060475,-1.624978236898622,0.31,strong_down,1.89,tp_sys_ok,down,0.55,0.63,0.59,0.57
000651.SZ|20231109|4,000651.SZ,20231109,EVENT,-2.8346,2023,202311,down,2,2.44,0.08910008910010259,-4.009504009504017,0.33,mild_down,1.95,tp_sys_ok,down,0.41,0.72,0.63,0.58
603688.SH|20231229|10,603688.SH,20231229,EVENT,1.9342,2023,202312,up,12,22.891,6.130669147198087,-8.808048012593462,0.53,mild_up,1.98,tp_sys_ok,unknown,0.62,0.51,0.82,0.34
000651.SZ|20231215|23,000651.SZ,20231215,EVENT,-0.5799,2023,202312,up,2,3.771,0.39097744360903075,-1.834586466165411,0.65,mild_up,2.75,tp_sys_ok,up,0.59,0.75,0.88,0.39
688420.SH|20231229|14,688420.SH,20231229,EVENT,-2.5085,2023,202312,down,10,1.966,4.066337107319407,-3.388614256099498,0.28,strong_down,1.74,tp_sys_ok,down,0.5,0.6,0.56,0.68
301115.SZ|20231220|27,301115.SZ,20231220,EVENT,-1.8339,2023,202312,down,1,1.437,0.05595970900951208,-2.7420257414661586,0.36,mild_down,2.12,tp_sys_ok,down,0.38,0.64,0.77,0.39
002568.SZ|20231220|18,002568.SZ,20231220,EVENT,-1.8283,2023,202312,down,1,0.295,3.5403474427864623,-1.653316287462614,0.31,strong_down,1.99,tp_sys_ok,down,0.47,0.63,0.64,0.51
301115.SZ|20231218|17,301115.SZ,20231218,EVENT,-2.0989,2023,202312,down,3,1.703,0.34042078240972273,-3.007980356046658,0.3,mild_down,1.8,tp_sys_ok,down,0.69,0.7,0.52,0.73
605303.SH|20231212|22,605303.SH,20231212,EVENT,0.5571,2023,202312,down,9,0.583,4.121110176619003,-1.5979814970563555,0.36,mild_down,1.96,tp_sys_ok,down,0.68,0.64,0.58,0.65
603507.SH|20231229|21,603507.SH,20231229,EVENT,-1.3586,2023,202312,down,12,13.907,1.826092789329592,-6.209351680701025,0.33,mild_down,1.79,tp_sys_ok,down,0.49,0.63,0.55,0.59
600382.SH|20231227|31,600382.SH,20231227,EVENT,5.9081,2023,202312,up,6,0.911,8.352144469525967,-0.22573363431150906,0.37,mild_up,1.74,sl_too_tight,up,0.71,0.46,0.28,0.31
001323.SZ|20231228|8,001323.SZ,20231228,EVENT,-1.9246,2023,202312,down,3,1.528,3.264490339773496,-1.715354746667197,0.33,strong_down,1.81,tp_sys_ok,down,0.69,0.59,0.56,0.75
600703.SH|20231218|25,600703.SH,20231218,EVENT,-2.635,2023,202312,down,3,2.24,1.3861064486436758,-2.298746849074418,0.37,strong_down,1.93,tp_sys_ok,down,0.67,0.63,0.65,0.65
002978.SZ|20231220|12,002978.SZ,20231220,EVENT,-0.9853,2023,202312,down,1,0.587,0.3387189648748512,-1.998441892761571,0.31,strong_down,2.01,tp_sys_ok,down,0.38,0.68,0.63,0.6
600313.SH|20231221|29,600313.SH,20231221,EVENT,-3.5146,2023,202312,down,2,3.121,0.13403029084573248,-3.4847875619890223,0.3,strong_down,1.75,tp_sys_ok,down,0.47,0.54,0.5,0.63
002985.SZ|20231218|16,002985.SZ,20231218,EVENT,-0.2539,2023,202312,down,12,10.127,3.601860466224771,-6.9439193897270375,0.32,mild_down,1.78,tp_sys_ok,down,0.41,0.64,0.59,0.71
300993.SZ|20231229|33,300993.SZ,20231229,EVENT,2.4363,2023,202312,down,12,3.146,6.34765625,1.07421875,0.39,strong_down,2.11,tp_sys_ok,down,0.61,0.48,0.62,0.68
000526_SZ.SZ|20231208|35,000526_SZ.SZ,20231208,CONT,12.2571,2023,202312,up,0,0.0,0.0,0.0,0.36,mild_up,0.75,tp_sys_ok,unknown,0.57,0.65,0.85,0.35
603267.SH|20231228|20,603267.SH,20231228,EVENT,-5.1197,2023,202312,down,6,4.729,8.89596602972398,-8.49256900212314,0.32,mild_down,1.76,tp_sys_ok,down,0.42,0.59,0.54,0.6
002625.SZ|20231220|26,002625.SZ,20231220,EVENT,2.1291,2023,202312,down,12,4.177,9.562086297711714,-1.4439469419959772,0.34,mild_down,1.97,tp_sys_ok,down,0.45,0.72,0.65,0.76
300068.SZ|20231228|39,300068.SZ,20231228,EVENT,9.45,2023,202312,down,12,4.287,13.884242221478749,2.425560388089676,0.36,strong_down,1.93,tp_sys_ok,down,0.37,0.71,0.64,0.65
002568.SZ|20231218|24,002568.SZ,20231218,EVENT,-1.8487,2023,202312,down,1,1.452,-0.21771875472765823,-1.8840455784236987,0.35,mild_down,1.99,tp_sys_ok,down,0.37,0.76,0.67,0.64
000404.SZ|20231220|37,000404.SZ,20231220,EVENT,-2.6398,2023,202312,down,1,2.244,-0.19762845849802257,-2.9644268774703497,0.36,mild_down,1.99,tp_sys_ok,down,0.46,0.73,0.63,0.67
300943.SZ|20231221|28,300943.SZ,20231221,EVENT,-3.032,2023,202312,down,2,2.637,1.2342358496204575,-2.9496144880760244,0.36,mild_down,1.97,tp_sys_ok,down,0.57,0.7,0.66,0.71
000950.SZ|20231229|32,000950.SZ,20231229,EVENT,-3.9641,2023,202312,down,11,3.571,2.626262626262621,-3.838383838383841,0.32,strong_down,1.88,tp_sys_ok,down,0.55,0.58,0.57,0.6
600971_SH.SH|20231212|36,600971_SH.SH,20231212,CONT,-4.3082,2023,202312,up,0,0.0,0.0,0.0,0.36,strong_up,0.92,tp_sys_ok,up,0.72,0.59,0.88,0.44
301367.SZ|20231229|40,301367.SZ,20231229,EVENT,-1.2232,2023,202312,up,2,12.82,2.4587296563442163,-3.3949126284752773,0.41,strong_up,1.67,tp_sys_ok,unknown,0.37,0.36,0.56,0.34
301093.SZ|20240117|44,301093.SZ,20240117,EVENT,-7.6494,2024,202401,down,3,7.264,3.6771457894452464,-10.310772610237862,0.29,strong_down,1.87,tp_sys_ok,down,0.67,0.51,0.46,0.7
002570.SZ|20240117|43,002570.SZ,20240117,EVENT,-4.2752,2024,202401,down,1,3.883,-0.8029008029007967,-5.464905464905456,0.35,strong_down,1.98,tp_sys_ok,down,0.6,0.56,0.53,0.64
000818.SZ|20240126|47,000818.SZ,20240126,EVENT,-2.9115,2024,202401,down,1,2.517,2.565241861429546,-2.951805444474065,0.3,strong_down,2.07,tp_sys_ok,down,0.7,0.46,0.55,0.6
301152.SZ|20240131|51,301152.SZ,20240131,EVENT,-12.6218,2024,202401,down,2,12.246,-4.878863286257529,-14.14320955735815,0.32,strong_down,1.6,tp_sys_ok,down,0.45,0.42,0.57,0.58
002857.SZ|20231222|30,002857.SZ,20231222,EVENT,-2.1348,2023,202312,down,1,1.694,-0.6765240531474426,-2.862889875876895,0.37,strong_down,2.08,tp_sys_ok,down,0.62,0.49,0.58,0.57
688013.SH|20231229|34,688013.SH,20231229,EVENT,1.166,2023,202312,down,5,0.133,5.730499610548567,-0.1112718370980259,0.34,strong_down,1.83,tp_sys_ok,down,0.58,0.61,0.58,0.72
603612.SH|20240116|55,603612.SH,20240116,EVENT,-3.0797,2024,202401,down,1,2.685,-0.07907411401049114,-4.363162935515752,0.28,strong_down,1.84,tp_sys_ok,down,0.69,0.7,0.54,0.67
000975.SZ|20231220|38,000975.SZ,20231220,EVENT,6.2535,2023,202312,up,5,3.395,7.147766323024052,0.27491408934707806,0.7,strong_up,2.72,tp_sys_ok,up,0.41,0.72,0.89,0.44
600718.SH|20240126|48,600718.SH,20240126,EVENT,-2.148,2024,202401,down,1,1.752,0.5167671834338528,-2.936569603236272,0.3,strong_down,1.77,tp_sys_ok,down,0.67,0.43,0.41,0.59
000589.SZ|20240110|52,000589.SZ,20240110,EVENT,5.0452,2024,202401,down,5,5.067,7.506407909190771,-1.0984987184181505,0.32,strong_down,1.96,tp_sys_ok,down,0.6,0.65,0.61,0.7
600718.SH|20240129|59,600718.SH,20240129,EVENT,-13.0675,2024,202401,down,4,12.693,-0.23847873044411383,-18.46774294240301,0.3,strong_down,1.72,tp_sys_ok,down,0.71,0.6,0.46,0.7
603515.SH|20240110|42,603515.SH,20240110,EVENT,3.7931,2024,202401,up,3,1.262,5.218270750835674,0.5191478736819688,0.34,mild_up,1.53,sl_too_tight,unknown,0.63,0.3,0.31,0.28
002570.SZ|20240118|56,002570.SZ,20240118,EVENT,-2.8139,2024,202401,down,2,2.419,-0.3051346801346666,-8.985690235690225,0.37,strong_down,2.11,tp_sys_ok,down,0.58,0.56,0.59,0.64
301093.SZ|20240119|46,301093.SZ,20240119,EVENT,-9.3026,2024,202401,down,1,8.921,-3.5762317183681502,-11.707555927779667,0.29,strong_down,1.72,tp_sys_ok,down,0.7,0.45,0.51,0.66
300656.SZ|20240131|50,300656.SZ,20240131,EVENT,-7.8417,2024,202401,down,1,7.457,-2.7834681314901633,-8.094464929717793,0.36,strong_down,1.85,tp_sys_ok,down,0.78,0.62,0.61,0.41
601969.SH|20240129|60,601969.SH,20240129,EVENT,-9.8095,2024,202401,down,1,3.813,-7.4712896770057995,-10.896466685260474,0.31,mild_down,1.81,tp_sys_ok,down,0.62,0.54,0.44,0.74
688018.SH|20240131|64,688018.SH,20240131,EVENT,-5.3678,2024,202401,down,2,4.978,3.5908700792836035,-8.628771373869416,0.3,strong_down,1.54,tp_sys_ok,down,0.79,0.41,0.55,0.61
688171.SH|20240105|68,688171.SH,20240105,EVENT,-6.4065,2024,202401,down,7,6.019,0.04566691256542299,-6.322152923480773,0.3,strong_down,1.81,tp_sys_ok,down,0.44,0.69,0.53,0.7
301267.SZ|20240116|54,301267.SZ,20240116,EVENT,-6.0638,2024,202401,down,2,5.675,1.537310801704872,-6.568539744204394,0.29,strong_down,1.89,tp_sys_ok,down,0.7,0.69,0.59,0.71
002624.SZ|20240111|72,002624.SZ,20240111,EVENT,-3.8074,2024,202401,down,4,3.414,3.840323395654388,-5.154118241536132,0.3,strong_down,1.8,tp_sys_ok,down,0.42,0.65,0.57,0.72
301093.SZ|20240126|58,301093.SZ,20240126,EVENT,-4.1244,2024,202401,down,1,3.732,-1.1562563455971508,-7.75567739102101,0.3,strong_down,1.94,tp_sys_ok,down,0.76,0.45,0.48,0.67
600703.SH|20240112|76,600703.SH,20240112,EVENT,-1.6597,2024,202401,down,2,1.262,0.38337678270203845,-1.9935592700506044,0.31,strong_down,1.8,tp_sys_ok,down,0.71,0.43,0.47,0.62
000921.SZ|20240110|41,000921.SZ,20240110,EVENT,4.2581,2024,202401,down,4,12.6,10.29942279942282,1.0101010101010166,0.34,strong_down,2.03,tp_sys_ok,down,0.44,0.51,0.56,0.55
603882.SH|20240126|80,603882.SH,20240126,EVENT,12.6687,2024,202401,up,9,12.91,19.98685075608151,-10.58887693503079,0.54,mild_up,2.03,tp_sys_ok,up,0.69,0.63,0.83,0.33
301093.SZ|20240118|45,301093.SZ,20240118,EVENT,-8.6933,2024,202401,down,2,8.31,2.6592455163883644,-11.191339762768326,0.29,strong_down,1.91,tp_sys_ok,down,0.7,0.46,0.47,0.7
301265.SZ|20240130|84,301265.SZ,20240130,EVENT,-6.9422,2024,202401,down,1,6.556,-2.348956200061092,-6.68322356801222,0.33,strong_down,1.77,tp_sys_ok,down,0.63,0.54,0.58,0.68
300515.SZ|20240102|88,300515.SZ,20240102,EVENT,-0.5667,2024,202401,down,2,4.979,2.322125208991266,-1.6719301504737105,0.38,mild_down,2.04,tp_sys_ok,down,0.4,0.57,0.55,0.49
000498.SZ|20240129|49,000498.SZ,20240129,EVENT,-0.6563,2024,202401,up,2,5.268,2.6191826669724083,-4.21941437473099,0.64,mild_up,2.78,tp_sys_ok,up,0.8,0.78,0.88,0.45
688093.SH|20240104|92,688093.SH,20240104,EVENT,-9.5995,2024,202401,up,9,9.218,1.132463337187728,-10.369595408965504,0.38,mild_up,1.72,sl_too_tight,unknown,0.62,0.37,0.27,0.35
300200.SZ|20240131|62,300200.SZ,20240131,EVENT,-10.0206,2024,202401,down,1,1.944,-7.476744379545053,-11.470553974672592,0.3,strong_down,1.53,tp_sys_ok,down,0.76,0.38,0.47,0.68
603258.SH|20240108|96,603258.SH,20240108,EVENT,-12.006,2024,202401,down,10,11.629,0.9651776829895597,-14.173983553569936,0.32,mild_down,1.78,tp_sys_ok,down,0.44,0.6,0.6,0.62
002959.SZ|20240110|53,002959.SZ,20240110,EVENT,-1.442,2024,202401,up,2,14.294,1.11200377936993,-3.0252486529472766,0.61,mild_up,2.57,tp_sys_ok,up,0.52,0.57,0.88,0.48
603505.SH|20240125|57,603505.SH,20240125,EVENT,-4.2218,2024,202401,down,4,3.83,3.556058890147229,-6.596828992072479,0.32,mild_down,1.82,tp_sys_ok,down,0.62,0.51,0.5,0.58
000498.SZ|20240115|100,000498.SZ,20240115,EVENT,-1.1433,2024,202401,down,2,0.745,1.6295415314221406,-0.8482205538624332,0.34,strong_down,1.98,tp_sys_ok,down,0.59,0.75,0.63,0.73
603515.SH|20240102|66,603515.SH,20240102,EVENT,-5.0602,2024,202401,up,6,4.67,0.40480367021995534,-4.722709485899335,0.57,mild_up,2.1,tp_sys_ok,unknown,0.52,0.58,0.85,0.36
002555.SZ|20240119|104,002555.SZ,20240119,EVENT,-8.5328,2024,202401,down,7,8.149,6.430254026866988,-8.72222575921564,0.33,strong_down,1.69,tp_sys_ok,down,0.52,0.53,0.6,0.52
600219.SH|20240110|70,600219.SH,20240110,EVENT,-11.9983,2024,202401,down,9,11.622,0.5668798560417798,-12.729754765735446,0.34,strong_down,1.83,tp_sys_ok,down,0.6,0.47,0.46,0.58
603060.SH|20240129|61,603060.SH,20240129,EVENT,-3.5138,2024,202401,down,1,3.12,-1.5742689786440556,-5.063168463449896,0.33,strong_down,1.9,tp_sys_ok,down,0.71,0.47,0.48,0.53
002166.SZ|20240131|108,002166.SZ,20240131,EVENT,-4.6405,2024,202401,down,1,3.05,-0.3820749609417362,-5.486720188098449,0.32,strong_down,1.74,tp_sys_ok,down,0.66,0.61,0.6,0.71
600351.SH|20240111|74,600351.SH,20240111,EVENT,-1.2309,2024,202401,down,2,0.833,1.195814648729443,-1.195814648729443,0.29,strong_down,1.78,tp_sys_ok,down,0.69,0.57,0.52,0.7
002624.SZ|20240102|65,002624.SZ,20240102,EVENT,-13.8728,2024,202401,down,11,13.5,2.082390221819841,-15.02942507922137,0.36,mild_down,1.81,tp_sys_ok,down,0.53,0.56,0.66,0.54
603977_SH.SH|20240109|112,603977_SH.SH,20240109,CONT,-14.6161,2024,202401,up,0,0.0,0.0,0.0,0.55,strong_up,1.81,tp_sys_ok,up,0.63,0.15,0.88,0.53
002004.SZ|20240110|69,002004.SZ,20240110,EVENT,-2.3178,2024,202401,down,6,1.922,1.9607843137254832,-5.664488017429193,0.32,mild_down,1.94,tp_sys_ok,down,0.44,0.73,0.64,0.61
002930.SZ|20240111|73,002930.SZ,20240111,EVENT,-1.9575,2024,202401,down,4,1.561,2.5611683287014575,-1.8527600675712463,0.36,strong_down,1.97,tp_sys_ok,down,0.57,0.46,0.5,0.49
688257.SH|20240112|77,688257.SH,20240112,EVENT,-4.8923,2024,202401,down,6,4.502,2.6702811159256212,-11.891870098021794,0.32,strong_down,1.94,tp_sys_ok,down,0.38,0.58,0.46,0.67
688093.SH|20240109|116,688093.SH,20240109,EVENT,-4.5996,2024,202401,up,6,4.208,1.2919896640826822,-5.361757105943155,0.39,mild_up,1.79,tp_sys_ok,up,0.59,0.44,0.22,0.37
600623.SH|20240110|120,600623.SH,20240110,EVENT,-0.8113,2024,202401,down,5,0.412,3.382821503626854,-1.362619483424854,0.4,mild_down,2.41,tp_sys_ok,down,0.59,0.41,0.59,0.59
300685.SZ|20240219|124,300685.SZ,20240219,EVENT,5.3305,2024,202402,up,2,14.32,6.97843977946182,0.042262290745198605,0.64,mild_up,2.46,tp_sys_ok,up,0.58,0.46,0.88,0.46
301225.SZ|20240228|128,301225.SZ,20240228,EVENT,-0.4749,2024,202402,up,12,40.222,4.6230173571541355,-12.03355367723018,0.54,mild_up,1.99,tp_sys_ok,unknown,0.54,0.57,0.87,0.34
300171.SZ|20240207|132,300171.SZ,20240207,EVENT,10.3431,2024,202402,down,12,0.835,15.891277773782985,3.739124182066589,0.3,strong_down,1.89,tp_sys_ok,down,0.78,0.67,0.6,0.69
301087.SZ|20240131|63,301087.SZ,20240131,EVENT,-6.5368,2024,202401,down,1,6.149,0.2888714275411042,-6.164235363784398,0.31,strong_down,1.77,tp_sys_ok,down,0.68,0.63,0.63,0.65
600487.SH|20240117|78,600487.SH,20240117,EVENT,-4.2931,2024,202401,down,3,3.901,1.0101010101010166,-5.310212477447973,0.31,strong_down,1.8,tp_sys_ok,down,0.65,0.57,0.39,0.64
600109.SH|20240208|136,600109.SH,20240208,EVENT,0.1131,2024,202402,up,9,12.298,4.555542576801774,-2.9202196005139625,0.51,mild_up,1.88,tp_sys_ok,unknown,0.61,0.63,0.81,0.41
001228.SZ|20240221|140,001228.SZ,20240221,EVENT,9.0165,2024,202402,down,12,21.042,18.49088566305337,0.559565323169231,0.29,strong_down,1.68,tp_sys_ok,down,0.78,0.5,0.53,0.58
603626.SH|20240222|144,603626.SH,20240222,EVENT,11.3687,2024,202402,down,12,27.33,17.466802860061282,2.334203457798978,0.31,strong_down,1.85,tp_sys_ok,down,0.65,0.67,0.56,0.66
301366.SZ|20240226|148,301366.SZ,20240226,EVENT,11.349,2024,202402,down,12,34.525,14.19829268961601,-3.688043222926951,0.3,strong_down,1.81,tp_sys_ok,down,0.7,0.67,0.51,0.68
002098.SZ|20240229|152,002098.SZ,20240229,EVENT,9.9904,2024,202402,down,12,24.878,14.211421142114222,0.010001000100023916,0.3,strong_down,1.66,tp_sys_ok,down,0.7,0.56,0.53,0.71
002859.SZ|20240129|81,002859.SZ,20240129,EVENT,-3.7899,2024,202401,down,1,2.772,-2.5346172877827366,-6.4625483746268975,0.3,strong_down,1.95,tp_sys_ok,down,0.73,0.53,0.5,0.68
300148.SZ|20240129|82,300148.SZ,20240129,EVENT,-5.783,2024,202401,down,1,0.196,-4.229616045178009,-8.596046924577184,0.32,strong_down,1.92,tp_sys_ok,down,0.55,0.74,0.62,0.56
002180.SZ|20240202|156,002180.SZ,20240202,EVENT,-4.6244,2024,202402,down,1,4.233,-3.670725155717247,-11.436641294461191,0.34,strong_down,2.14,tp_sys_ok,down,0.73,0.5,0.51,0.6
002148.SZ|20240131|86,002148.SZ,20240131,EVENT,-6.3099,2024,202401,down,1,3.531,-4.535551594375109,-9.88314517726282,0.32,strong_down,1.81,tp_sys_ok,down,0.6,0.68,0.58,0.63
001256.SZ|20240131|85,001256.SZ,20240131,EVENT,-6.6015,2024,202401,down,1,6.214,-2.542044485778505,-8.225477279185721,0.34,mild_down,1.69,tp_sys_ok,down,0.46,0.51,0.59,0.57
300097.SZ|20240104|90,300097.SZ,20240104,EVENT,-8.4106,2024,202401,down,9,8.027,0.3329383217651527,-8.470176626601212,0.31,strong_down,1.5,tp_sys_ok,down,0.39,0.43,0.53,0.61
688093.SH|20240102|89,688093.SH,20240102,EVENT,-8.0492,2024,202401,up,6,7.665,0.11976047904191933,-10.479041916167663,0.56,mild_up,1.99,tp_sys_ok,unknown,0.63,0.61,0.81,0.34
600433.SH|20240105|94,600433.SH,20240105,EVENT,-6.5504,2024,202401,down,7,6.163,0.12919896640828377,-6.33074935400516,0.33,strong_down,1.93,tp_sys_ok,down,0.44,0.51,0.5,0.73
002385.SZ|20240105|93,002385.SZ,20240105,EVENT,-2.2659,2024,202401,down,1,1.87,-1.1119599354893484,-4.825566590272468,0.34,strong_down,1.82,tp_sys_ok,down,0.63,0.67,0.47,0.57
300943.SZ|20240110|98,300943.SZ,20240110,EVENT,0.5966,2024,202401,up,3,6.095,3.3278753486007284,-1.4572071566890221,0.38,mild_up,1.69,tp_sys_ok,up,0.67,0.35,0.25,0.33
603888.SH|20240108|97,603888.SH,20240108,EVENT,-4.4324,2024,202401,down,1,4.041,1.0101010101010166,-4.717910815471771,0.29,strong_down,1.87,tp_sys_ok,down,0.43,0.67,0.61,0.79
688606.SH|20240202|160,688606.SH,20240202,EVENT,-9.5947,2024,202402,down,1,7.944,-3.455100587717075,-9.213314231235382,0.3,strong_down,1.79,tp_sys_ok,down,0.61,0.67,0.54,0.68
300699.SZ|20240115|101,300699.SZ,20240115,EVENT,-15.5158,2024,202401,down,6,15.146,-2.676100064795217,-16.315044041911285,0.33,mild_down,1.97,tp_sys_ok,down,0.47,0.61,0.51,0.57
600487.SH|20240122|105,600487.SH,20240122,EVENT,-4.3172,2024,202401,down,1,2.747,0.04238592090670679,-4.505874998306492,0.31,strong_down,1.78,tp_sys_ok,down,0.67,0.66,0.51,0.65
002008.SZ|20240207|164,002008.SZ,20240207,EVENT,8.8099,2024,202402,down,7,3.71,15.437392795883387,1.543739279588352,0.29,strong_down,1.76,tp_sys_ok,down,0.68,0.49,0.64,0.55
688326.SH|20240115|102,688326.SH,20240115,EVENT,-1.9777,2024,202401,down,1,1.581,-0.4637710068319034,-3.178798406445138,0.31,strong_down,1.77,tp_sys_ok,down,0.74,0.54,0.58,0.62
000661.SZ|20240124|106,000661.SZ,20240124,EVENT,-2.0054,2024,202401,down,4,1.609,3.8674048740489075,-2.7731809579040645,0.33,strong_down,1.93,tp_sys_ok,down,0.68,0.69,0.61,0.68
601600.SH|20240131|110,601600.SH,20240131,EVENT,-0.5276,2024,202401,up,2,14.627,1.7214397496087663,-4.680608905961003,0.61,mild_up,2.69,tp_sys_ok,up,0.52,0.69,0.86,0.36
300997.SZ|20240207|168,300997.SZ,20240207,EVENT,21.5435,2024,202402,up,12,1.84,26.053140759023098,1.4862044273808994,0.35,mild_up,1.7,tp_sys_ok,up,0.68,0.41,0.36,0.29
300888.SZ|20240131|109,300888.SZ,20240131,EVENT,-10.8532,2024,202401,down,1,3.296,-4.8729495769366915,-10.474364763531096,0.36,mild_down,1.86,tp_sys_ok,down,0.62,0.64,0.61,0.6
601969.SH|20240207|172,601969.SH,20240207,EVENT,21.2073,2024,202402,down,12,0.315,25.63589024634487,4.606449028640092,0.35,strong_down,1.62,tp_sys_ok,down,0.55,0.49,0.6,0.71
000534.SZ|20240105|114,000534.SZ,20240105,EVENT,-8.128,2024,202401,up,9,7.744,-0.7590433432325017,-8.720192933233283,0.38,mild_up,1.73,sl_too_tight,up,0.54,0.36,0.29,0.39
603727.SH|20240131|118,603727.SH,20240131,EVENT,-10.6743,2024,202401,down,2,10.295,-3.549762704692272,-13.034279231462332,0.34,mild_down,1.85,tp_sys_ok,down,0.44,0.67,0.61,0.68
300463.SZ|20240208|176,300463.SZ,20240208,EVENT,6.9316,2024,202402,down,12,1.948,9.457063244110442,0.5910664527569054,0.32,strong_down,1.81,tp_sys_ok,down,0.6,0.54,0.63,0.42
002004.SZ|20240104|113,002004.SZ,20240104,EVENT,-5.1924,2024,202401,down,10,4.802,0.0,-8.456659619450324,0.34,mild_down,2.09,tp_sys_ok,down,0.57,0.52,0.48,0.65
688349.SH|20240206|122,688349.SH,20240206,EVENT,0.5238,2024,202402,down,3,8.667,16.21994624827485,-0.046443955792396796,0.3,strong_down,1.73,tp_sys_ok,down,0.68,0.55,0.54,0.72
300171.SZ|20240219|180,300171.SZ,20240219,EVENT,-0.5752,2024,202402,down,3,8.049,2.2160317776156457,-3.1436605224493985,0.32,strong_down,1.79,tp_sys_ok,down,0.66,0.51,0.41,0.64
688237.SH|20240223|126,688237.SH,20240223,EVENT,4.4082,2024,202402,down,12,37.445,15.357862898545061,-2.5652312404174094,0.32,strong_down,1.74,tp_sys_ok,down,0.74,0.57,0.58,0.56
300993.SZ|20240103|67,300993.SZ,20240103,EVENT,0.0017,2024,202401,down,2,7.143,2.3946360153256796,0.0,0.34,strong_down,1.8,tp_sys_ok,down,0.51,0.44,0.49,0.68
002266.SZ|20240207|130,002266.SZ,20240207,EVENT,7.4661,2024,202402,down,2,7.766,14.953271028037385,5.919003115264787,0.35,strong_down,1.84,tp_sys_ok,down,0.67,0.43,0.49,0.57
002008.SZ|20240208|134,002008.SZ,20240208,EVENT,0.174,2024,202402,down,4,7.105,2.985074626865658,-1.8242122719734577,0.3,strong_down,1.65,tp_sys_ok,down,0.7,0.44,0.52,0.63
688013.SH|20240110|71,688013.SH,20240110,EVENT,-6.5313,2024,202401,down,6,6.144,2.8987632595199653,-9.266443582325678,0.35,strong_down,1.95,tp_sys_ok,down,0.47,0.71,0.57,0.68
688093.SH|20240111|75,688093.SH,20240111,EVENT,-2.3891,2024,202401,up,4,1.993,3.566710700132103,-3.2364597093791247,0.4,mild_up,1.76,tp_sys_ok,up,0.59,0.4,0.36,0.33
688088.SH|20240219|184,688088.SH,20240219,EVENT,-2.9683,2024,202402,down,2,2.574,3.687262833822569,-4.474833536192458,0.34,strong_down,1.7,tp_sys_ok,down,0.38,0.5,0.58,0.51
603822.SH|20240117|79,603822.SH,20240117,EVENT,-2.1077,2024,202401,up,1,1.711,-0.32007941557191666,-4.234610382552284,0.37,mild_up,1.85,tp_sys_ok,unknown,0.64,0.53,0.35,0.39
